doi,language,method,method2,measurement,validation
10.1177/0267323120903681,de,man,Manual,const,NA
10.1177/0267323120903681,de,man,Manual,quali,NA
10.1177/0267323120928224,cz,man,Manual,frame,NA
10.1177/1461444814541216,en,man,Manual,attri,NA
10.1177/1461444814543989,en,man,Manual,const,NA
10.1177/1461444814543989,en,man,Manual,types,NA
10.1177/1461444814543989,en,man,Manual,theme,NA
10.1177/1461444814544886,en,man,Manual,thing,NA
10.1177/1461444814546451,de,man,Manual,forma,NA
10.1177/1461444814546451,de,man,Manual,props,NA
10.1177/1461444814546451,de,man,Manual,other,NA
10.1177/1461444814547683,nl,man,Manual,theme,NA
10.1177/1461444814555096,en,man,Manual,forma,NA
10.1177/1461444814555096,en,man,Manual,theme,NA
10.1177/1461444814555096,en,man,Manual,senti,NA
10.1177/1461444814555096,en,man,Manual,quali,NA
10.1177/1461444815569723,en,man,Manual,attri,NA
10.1177/1461444815569723,en,man,Manual,props,NA
10.1177/1461444815569723,en,man,Manual,frame,NA
10.1177/1461444815571915,it,man,Manual,quali,NA
10.1177/1461444815621512,en,man,Manual,const,NA
10.1177/1461444815621512,en,man,Manual,quali,NA
10.1177/1461444815625944,en,man,Manual,forma,NA
10.1177/1461444815625944,en,man,Manual,theme,NA
10.1177/1461444816631506,en,man,Manual,thing,NA
10.1177/1461444816631506,en,man,Manual,quali,NA
10.1177/1461444816644697,en,man,Manual,const,NA
10.1177/1461444816644697,en,man,Manual,theme,NA
10.1177/1461444816644697,en,man,Manual,senti,NA
10.1177/1461444816644697,en,man,Manual,pragm,NA
10.1177/1461444816660730,es,man,Manual,theme,NA
10.1177/1461444816660730,es,man,Manual,pragm,NA
10.1177/1461444816660783,en,man,Manual,senti,NA
10.1177/1461444817698479,en,man,Manual,thing,NA
10.1177/1461444817698479,en,man,Manual,const,NA
10.1177/1461444817712085,de,man,Manual,frame,NA
10.1177/1461444817712085,de,man,Manual,pragm,NA
10.1177/1461444817718162,en,man,Manual,thing,NA
10.1177/1461444817718162,en,man,Manual,const,NA
10.1177/1461444817718162,en,man,Manual,theme,NA
10.1177/1461444817718162,en,man,Manual,props,NA
10.1177/1461444817741883,de,man,Manual,senti,NA
10.1177/1461444817741883,de,man,Manual,attri,NA
10.1177/1461444817749516,en,man,Manual,const,NA
10.1177/1461444817749516,en,man,Manual,quali,NA
10.1177/1461444817749516,en,man,Manual,pragm,NA
10.1177/1461444818768090,en,man,Manual,pragm,NA
10.1177/1461444818769689,en,man,Manual,pragm,NA
10.1177/1461444818784303,en,man,Manual,thing,NA
10.1177/1461444818784303,en,man,Manual,attri,NA
10.1177/1461444818784870,pt,man,Manual,theme,NA
10.1177/1461444819846054,he,man,Manual,theme,NA
10.1177/1461444819858749,en,man,Manual,forma,NA
10.1177/1461444819858749,en,man,Manual,theme,NA
10.1177/1461444819858749,en,man,Manual,pragm,NA
10.1177/1461444819865720,en,man,Manual,const,NA
10.1177/1461444819887141,en,man,Manual,const,NA
10.1177/1461444819887141,en,man,Manual,theme,NA
10.1177/1461444820923674,en,man,Manual,const,NA
10.1177/1464884914542743,es,man,Manual,thing,NA
10.1177/1464884914542743,es,man,Manual,const,NA
10.1177/1464884914542743,es,man,Manual,frame,NA
10.1177/1464884914553079,en,man,Manual,theme,NA
10.1177/1464884914553079,en,man,Manual,frame,NA
10.1177/1464884914557923,en,man,Manual,attri,NA
10.1177/1464884914557923,en,man,Manual,pragm,NA
10.1177/1464884914568076,en,man,Manual,forma,NA
10.1177/1464884914568076,en,man,Manual,types,NA
10.1177/1464884914568076,en,man,Manual,quali,NA
10.1177/1464884914568076,en,man,Manual,frame,NA
10.1177/1464884915576728,en,man,Manual,const,NA
10.1177/1464884915576728,en,man,Manual,types,NA
10.1177/1464884915576728,en,man,Manual,quali,NA
10.1177/1464884915576728,en,man,Manual,pragm,NA
10.1177/1464884915585954,kr,man,Manual,forma,NA
10.1177/1464884915585954,kr,man,Manual,thing,NA
10.1177/1464884915585954,kr,man,Manual,theme,NA
10.1177/1464884915585954,kr,man,Manual,pragm,NA
10.1177/1464884915593239,es,man,Manual,forma,NA
10.1177/1464884915593239,es,man,Manual,const,NA
10.1177/1464884915610994,en,man,Manual,const,NA
10.1177/1464884915610994,en,man,Manual,types,NA
10.1177/1464884915610994,en,man,Manual,props,NA
10.1177/1464884915610994,en,man,Manual,frame,NA
10.1177/1464884915614242,kr,man,Manual,thing,NA
10.1177/1464884915614242,kr,man,Manual,const,NA
10.1177/1464884915614242,kr,man,Manual,types,NA
10.1177/1464884915614245,en,man,Manual,const,NA
10.1177/1464884915614245,en,man,Manual,theme,NA
10.1177/1464884915614245,en,man,Manual,props,NA
10.1177/1464884915620230,en,man,Manual,quali,NA
10.1177/1464884915625632,gr,man,Manual,forma,NA
10.1177/1464884915625632,gr,man,Manual,thing,NA
10.1177/1464884915625632,gr,man,Manual,const,NA
10.1177/1464884915625632,gr,man,Manual,theme,NA
10.1177/1464884915625632,gr,man,Manual,attri,NA
10.1177/1464884916636143,nl,man,Manual,thing,NA
10.1177/1464884916636143,nl,man,Manual,const,NA
10.1177/1464884916636143,nl,man,Manual,frame,NA
10.1177/1464884916636169,en,man,Manual,const,NA
10.1177/1464884916636169,en,man,Manual,frame,NA
10.1177/1464884916636176,en,man,Manual,theme,NA
10.1177/1464884916648094,en,man,Manual,const,NA
10.1177/1464884916648094,en,man,Manual,theme,NA
10.1177/1464884916648098,de,man,Manual,types,NA
10.1177/1464884916648098,de,man,Manual,theme,NA
10.1177/1464884916648098,de,man,Manual,frame,NA
10.1177/1464884916657523,nl,man,Manual,theme,NA
10.1177/1464884916657523,nl,man,Manual,quali,NA
10.1177/1464884916657523,nl,man,Manual,frame,NA
10.1177/1464884916663601,gr,man,Manual,thing,NA
10.1177/1464884916663601,gr,man,Manual,frame,NA
10.1177/1464884916665403,kr,man,Manual,const,NA
10.1177/1464884916665403,kr,man,Manual,theme,NA
10.1177/1464884916665404,en,man,Manual,senti,NA
10.1177/1464884916665404,en,man,Manual,frame,NA
10.1177/1464884916669737,en,man,Manual,thing,NA
10.1177/1464884916669737,en,man,Manual,theme,NA
10.1177/1464884916670931,en,man,Manual,const,NA
10.1177/1464884916671159,en,man,Manual,const,NA
10.1177/1464884916671159,en,man,Manual,attri,NA
10.1177/1464884916671159,en,man,Manual,props,NA
10.1177/1464884916671896,en,man,Manual,frame,NA
10.1177/1464884916671897,en,man,Manual,theme,NA
10.1177/1464884916671897,en,man,Manual,senti,NA
10.1177/1464884916671897,en,man,Manual,frame,NA
10.1177/1464884916673557,en,man,Manual,const,NA
10.1177/1464884916674231,en,man,Manual,frame,NA
10.1177/1464884916675633,nl,man,Manual,const,NA
10.1177/1464884916675633,nl,man,Manual,quali,NA
10.1177/1464884916683552,de,man,Manual,theme,NA
10.1177/1464884916683555,en,man,Manual,thing,NA
10.1177/1464884916683555,en,man,Manual,const,NA
10.1177/1464884916683555,en,man,Manual,types,NA
10.1177/1464884916683555,en,man,Manual,theme,NA
10.1177/1464884916685909,en,man,Manual,types,NA
10.1177/1464884916685909,en,man,Manual,theme,NA
10.1177/1464884916688928,kr,man,Manual,thing,NA
10.1177/1464884916688928,kr,man,Manual,const,NA
10.1177/1464884916688928,kr,man,Manual,pragm,NA
10.1177/1464884917691987,cn,man,Manual,const,NA
10.1177/1464884917691987,cn,man,Manual,quali,NA
10.1177/1464884917698170,nl,man,Manual,thing,NA
10.1177/1464884917698170,nl,man,Manual,quali,NA
10.1177/1464884917698170,nl,man,Manual,props,NA
10.1177/1464884917698170,nl,man,Manual,pragm,NA
10.1177/1464884917699238,en,man,Manual,attri,NA
10.1177/1464884917699238,en,man,Manual,frame,NA
10.1177/1464884917700914,it,man,Manual,theme,NA
10.1177/1464884917706860,nl,man,Manual,relas,NA
10.1177/1464884917707675,un,man,Manual,forma,NA
10.1177/1464884917707675,un,man,Manual,props,NA
10.1177/1464884917707843,de,man,Manual,forma,NA
10.1177/1464884917707843,de,man,Manual,theme,NA
10.1177/1464884917707843,de,man,Manual,quali,NA
10.1177/1464884917708870,en,man,Manual,attri,NA
10.1177/1464884917708870,en,man,Manual,frame,NA
10.1177/1464884917717536,en,man,Manual,thing,NA
10.1177/1464884917717536,en,man,Manual,frame,NA
10.1177/1464884917725989,nl,man,Manual,types,NA
10.1177/1464884917731179,cn,man,Manual,frame,NA
10.1177/1464884917731180,en,man,Manual,thing,NA
10.1177/1464884917731180,en,man,Manual,const,NA
10.1177/1464884917731180,en,man,Manual,theme,NA
10.1177/1464884917731180,en,man,Manual,senti,NA
10.1177/1464884917734054,se,man,Manual,forma,NA
10.1177/1464884917734055,en,man,Manual,thing,NA
10.1177/1464884917734055,en,man,Manual,attri,NA
10.1177/1464884917734055,en,man,Manual,props,NA
10.1177/1464884917735690,cn,man,Manual,const,NA
10.1177/1464884917735690,cn,man,Manual,attri,NA
10.1177/1464884917746560,en,man,Manual,forma,NA
10.1177/1464884917746560,en,man,Manual,attri,NA
10.1177/1464884918776450,en,man,Manual,theme,NA
10.1177/1464884918776450,en,man,Manual,quali,NA
10.1177/1464884918776450,en,man,Manual,frame,NA
10.1177/1464884918791349,en,man,Manual,thing,NA
10.1177/1464884918791349,en,man,Manual,theme,NA
10.1177/1464884918809299,nl,man,Manual,theme,NA
10.1177/1464884918809299,nl,man,Manual,quali,NA
10.1177/1464884918821522,en,man,Manual,const,NA
10.1177/1464884918821522,en,man,Manual,theme,NA
10.1177/1464884918821522,en,man,Manual,pragm,NA
10.1177/1464884918822666,en,man,Manual,thing,NA
10.1177/1464884918822666,en,man,Manual,types,NA
10.1177/1464884918822666,en,man,Manual,attri,NA
10.1177/1464884919845445,en,man,Manual,thing,NA
10.1177/1464884919845445,en,man,Manual,attri,NA
10.1177/1464884919845458,en,man,Manual,theme,NA
10.1177/1464884919845459,en,man,Manual,types,NA
10.1177/1464884919845459,en,man,Manual,theme,NA
10.1177/1464884919845459,en,man,Manual,frame,NA
10.1177/1464884919848183,es,man,Manual,forma,NA
10.1177/1464884919848183,es,man,Manual,thing,NA
10.1177/1464884919848183,es,man,Manual,types,NA
10.1177/1464884919848183,es,man,Manual,theme,NA
10.1177/1464884919859709,en,man,Manual,thing,NA
10.1177/1464884919859709,en,man,Manual,props,NA
10.1177/1464884919866077,se,man,Manual,types,NA
10.1177/1464884919866077,se,man,Manual,theme,NA
10.1177/1464884919867216,en,man,Manual,const,NA
10.1177/1464884919867216,en,man,Manual,attri,NA
10.1177/1464884919867216,en,man,Manual,pragm,NA
10.1177/1464884919868049,en,man,Manual,const,NA
10.1177/1464884919868049,en,man,Manual,quali,NA
10.1177/1464884919868049,en,man,Manual,props,NA
10.1177/1464884919873173,cn,man,Manual,thing,NA
10.1177/1464884919873173,cn,man,Manual,const,NA
10.1177/1464884919873173,cn,man,Manual,quali,NA
10.1177/1464884919873173,cn,man,Manual,frame,NA
10.1177/1464884919879850,en,man,Manual,theme,NA
10.1177/1464884919887311,en,man,Manual,theme,NA
10.1177/1464884919887311,en,man,Manual,senti,NA
10.1177/1464884919894126,pt,man,Manual,props,NA
10.1177/1464884919894126,pt,man,Manual,pragm,NA
10.1177/1464884919894138,nl,man,Manual,types,NA
10.1177/1464884919894409,kr,man,Manual,thing,NA
10.1177/1464884919894409,kr,man,Manual,senti,NA
10.1177/1464884919894409,kr,man,Manual,pragm,NA
10.1177/1464884919899313,nl,man,Manual,forma,NA
10.1177/1464884919899313,nl,man,Manual,quali,NA
10.1177/1464884920901615,de,man,Manual,types,NA
10.1177/1464884920901615,de,man,Manual,theme,NA
10.1177/1464884920901615,de,man,Manual,props,NA
10.1177/1464884920916359,de,man,Manual,thing,NA
10.1177/1464884920916359,de,man,Manual,const,NA
10.1177/1464884920916359,de,man,Manual,theme,NA
10.1177/1464884920919311,nl,man,Manual,frame,NA
10.1177/1464884920922388,en,man,Manual,forma,NA
10.1177/1464884920922388,en,man,Manual,const,NA
10.1177/1464884920922388,en,man,Manual,attri,NA
10.1177/1464884920922388,en,man,Manual,frame,NA
10.1177/1464884920928157,pl,man,Manual,thing,NA
10.1177/1464884920928157,pl,man,Manual,const,NA
10.1177/1464884920928157,pl,man,Manual,theme,NA
10.1177/1464884920928157,pl,man,Manual,attri,NA
10.1177/1464884920928157,pl,man,Manual,props,NA
10.1177/1464884920928157,pl,man,Manual,frame,NA
10.1177/1464884920933754,en,man,Manual,quali,NA
10.1177/1464884920933754,en,man,Manual,attri,NA
10.1177/1940161215613060,en,man,Manual,thing,NA
10.1177/1940161215613060,en,man,Manual,const,NA
10.1177/1940161215613060,en,man,Manual,props,NA
10.1177/1940161215613060,en,man,Manual,frame,NA
10.1177/1940161215614565,es,man,Manual,thing,NA
10.1177/1940161215614565,es,man,Manual,const,NA
10.1177/1940161215614565,es,man,Manual,props,NA
10.1177/1940161215614565,es,man,Manual,frame,NA
10.1177/1940161216664726,en,man,Manual,thing,NA
10.1177/1940161216664726,en,man,Manual,const,NA
10.1177/1940161216664726,en,man,Manual,theme,NA
10.1177/1940161216664726,en,man,Manual,quali,NA
10.1177/1940161216674651,de,man,Manual,thing,NA
10.1177/1940161216674651,de,man,Manual,theme,NA
10.1177/1940161216674651,de,man,Manual,senti,NA
10.1177/1940161216681164,en,man,Manual,const,NA
10.1177/1940161217693394,en,man,Manual,thing,NA
10.1177/1940161217693394,en,man,Manual,theme,NA
10.1177/1940161217693394,en,man,Manual,frame,NA
10.1177/1940161217693395,es,man,Manual,const,NA
10.1177/1940161217693395,es,man,Manual,quali,NA
10.1177/1940161217704969,nl,man,Manual,thing,NA
10.1177/1940161217704969,nl,man,Manual,theme,NA
10.1177/1940161217704969,nl,man,Manual,relas,NA
10.1177/1940161217720773,nl,man,Manual,thing,NA
10.1177/1940161217720773,nl,man,Manual,theme,NA
10.1177/1940161217720773,nl,man,Manual,attri,NA
10.1177/1940161217720773,nl,man,Manual,props,NA
10.1177/1940161217736888,es,man,Manual,quali,NA
10.1177/1940161218821802,de,man,Manual,const,NA
10.1177/1940161218821802,de,man,Manual,senti,NA
10.1177/1940161218821802,de,man,Manual,quali,NA
10.1177/1940161218821802,de,man,Manual,attri,NA
10.1177/1940161219843404,en,man,Manual,thing,NA
10.1177/1940161219843404,en,man,Manual,senti,NA
10.1177/1940161219851071,en,man,Manual,const,NA
10.1177/1940161219851071,en,man,Manual,attri,NA
10.1177/1940161219853517,en,man,Manual,thing,NA
10.1177/1940161219853517,en,man,Manual,theme,NA
10.1177/1940161219853517,en,man,Manual,attri,NA
10.1177/1940161219858687,ct,man,Manual,pragm,NA
10.1177/1940161219882653,pt,man,Manual,const,NA
10.1177/1940161219882653,pt,man,Manual,quali,NA
10.1177/1940161219882653,pt,man,Manual,attri,NA
10.1177/1940161220915719,en,man,Manual,thing,NA
10.1177/1940161220915719,en,man,Manual,attri,NA
10.1177/1940161220915719,en,man,Manual,props,NA
10.1177/1940161220942760,nl,man,Manual,thing,NA
10.1177/1940161220942760,nl,man,Manual,frame,NA
10.1177/2050157916639348,en,man,Manual,forma,NA
10.1177/2050157916639348,en,man,Manual,const,NA
10.1177/2056305115624528,se,man,Manual,const,NA
10.1177/2056305115624528,se,man,Manual,props,NA
10.1177/2056305115624528,se,man,Manual,pragm,NA
10.1177/2056305116628888,de,man,Manual,thing,NA
10.1177/2056305116628888,de,man,Manual,types,NA
10.1177/2056305116628888,de,man,Manual,theme,NA
10.1177/2056305116628888,de,man,Manual,attri,NA
10.1177/2056305116628888,de,man,Manual,pragm,NA
10.1177/2056305116662170,en,man,Manual,quali,NA
10.1177/2056305116662170,en,man,Manual,pragm,NA
10.1177/2056305116662175,en,man,Manual,forma,NA
10.1177/2056305116662175,en,man,Manual,senti,NA
10.1177/2056305116662175,en,man,Manual,frame,NA
10.1177/2056305116662179,se,man,Manual,thing,NA
10.1177/2056305116662179,se,man,Manual,const,NA
10.1177/2056305116662179,se,man,Manual,types,NA
10.1177/2056305116662179,se,man,Manual,quali,NA
10.1177/2056305116662179,se,man,Manual,pragm,NA
10.1177/2056305116665857,en,man,Manual,forma,NA
10.1177/2056305116665857,en,man,Manual,quali,NA
10.1177/2056305116665857,en,man,Manual,pragm,NA
10.1177/2056305117704408,en,man,Manual,senti,NA
10.1177/2056305117715696,en,man,Manual,quali,NA
10.1177/2056305117715696,en,man,Manual,pragm,NA
10.1177/2056305117716271,en,man,Manual,theme,NA
10.1177/2056305118761201,en,man,Manual,quali,NA
10.1177/2056305118762444,en,man,Manual,const,NA
10.1177/2056305118762444,en,man,Manual,quali,NA
10.1177/2056305118762444,en,man,Manual,pragm,NA
10.1177/2056305118765736,fr,man,Manual,thing,NA
10.1177/2056305118765736,fr,man,Manual,theme,NA
10.1177/2056305118765736,fr,man,Manual,senti,NA
10.1177/2056305118768811,en,man,Manual,const,NA
10.1177/2056305118782687,en,man,Manual,forma,NA
10.1177/2056305118782687,en,man,Manual,frame,NA
10.1177/2056305118784771,he,man,Manual,forma,NA
10.1177/2056305118784771,he,man,Manual,thing,NA
10.1177/2056305118784771,he,man,Manual,const,NA
10.1177/2056305118784771,he,man,Manual,quali,NA
10.1177/2056305118784771,he,man,Manual,attri,NA
10.1177/2056305118784771,he,man,Manual,pragm,NA
10.1177/2056305118800311,he,man,Manual,const,NA
10.1177/2056305118800311,he,man,Manual,theme,NA
10.1177/2056305118800311,he,man,Manual,frame,NA
10.1177/2056305118808799,en,man,Manual,senti,NA
10.1177/2056305118813373,en,man,Manual,forma,NA
10.1177/2056305118813373,en,man,Manual,thing,NA
10.1177/2056305118813373,en,man,Manual,const,NA
10.1177/2056305118813373,en,man,Manual,types,NA
10.1177/2056305118813373,en,man,Manual,quali,NA
10.1177/2056305118824199,un,man,Manual,const,NA
10.1177/2056305118824199,un,man,Manual,theme,NA
10.1177/2056305118824199,un,man,Manual,attri,NA
10.1177/2056305118824199,un,man,Manual,pragm,NA
10.1177/2056305119826129,es,man,Manual,thing,NA
10.1177/2056305119826129,es,man,Manual,theme,NA
10.1177/2056305119826129,es,man,Manual,quali,NA
10.1177/2056305119826129,es,man,Manual,pragm,NA
10.1177/2056305119834595,kr,man,Manual,quali,NA
10.1177/2056305119843637,en,man,Manual,const,NA
10.1177/2056305119843637,en,man,Manual,quali,NA
10.1177/2056305119855141,en,man,Manual,frame,NA
10.1177/2056305119865466,en,man,Manual,thing,NA
10.1177/2056305119865466,en,man,Manual,const,NA
10.1177/2056305119872950,en,man,Manual,thing,NA
10.1177/2056305119872950,en,man,Manual,const,NA
10.1177/2056305119872950,en,man,Manual,quali,NA
10.1177/2056305119872950,en,man,Manual,attri,NA
10.1177/2056305119880019,en,man,Manual,theme,NA
10.1177/2056305119898777,de,man,Manual,frame,NA
10.1177/2056305120909473,en,man,Manual,const,NA
10.1177/2056305120909473,en,man,Manual,pragm,NA
10.1177/2056305120913979,en,man,Manual,thing,NA
10.1177/2056305120913979,en,man,Manual,senti,NA
10.1177/2056305120913979,en,man,Manual,attri,NA
10.1177/2056305120919105,en,man,Manual,props,NA
10.1177/2056305120919926,en,man,Manual,theme,NA
10.1177/2056305120937318,en,man,Manual,forma,NA
10.1177/2056305120937318,en,man,Manual,const,NA
10.1177/2056305120937318,en,man,Manual,pragm,NA
10.1332/030557315X14431876145728,de,man,Manual,theme,NA
10.1332/030557315X14464923526339,de,man,Manual,props,NA
10.1332/030557317X14938075758958,en,man,Manual,theme,NA
10.1332/030557317X14976099453327,de,man,Manual,quali,NA
10.1332/030557317X15035697297906,nl,man,Manual,frame,NA
10.1332/030557318X15407316633243,nl,man,Manual,senti,NA
10.3758/s13428-016-0838-6,en,man,Manual,other,NA
10.3758/s13428-017-0955-x,en,man,Manual,theme,NA
10.3758/s13428-018-1077-9,en,man,Manual,forma,NA
10.1080/1369118X.2016.1203973,nl,key,Rule-based,thing,no validation attempt
10.1080/1369118X.2016.1203973,fr,key,Rule-based,thing,no validation attempt
10.1080/1369118X.2016.1229006,en,man,Manual,theme,validation attempt: demonstration
10.1080/1369118X.2016.1229006,en,lnk,Rule-based,theme,validation attempt: demonstration
10.1080/1369118X.2016.1229006,tr,man,Manual,theme,validation attempt: demonstration
10.1080/1369118X.2016.1229006,tr,lnk,Rule-based,theme,validation attempt: demonstration
10.1080/1369118X.2017.1303076,en,man,Manual,thing,no validation attempt
10.1080/1369118X.2017.1303076,en,man,Manual,senti,no validation attempt
10.1080/1369118X.2017.1303076,en,man,Manual,attri,no validation attempt
10.1080/1369118X.2017.1303076,en,man,Manual,other,no validation attempt
10.1080/1369118X.2017.1303076,en,lnk,Rule-based,thing,no validation attempt
10.1080/1369118X.2017.1303076,en,lnk,Rule-based,senti,no validation attempt
10.1080/1369118X.2017.1303076,en,lnk,Rule-based,attri,no validation attempt
10.1080/1369118X.2017.1303076,en,lnk,Rule-based,other,no validation attempt
10.1080/1369118X.2017.1303076,cn,man,Manual,thing,no validation attempt
10.1080/1369118X.2017.1303076,cn,man,Manual,senti,no validation attempt
10.1080/1369118X.2017.1303076,cn,man,Manual,attri,no validation attempt
10.1080/1369118X.2017.1303076,cn,man,Manual,other,no validation attempt
10.1080/1369118X.2017.1303076,cn,lnk,Rule-based,thing,no validation attempt
10.1080/1369118X.2017.1303076,cn,lnk,Rule-based,senti,no validation attempt
10.1080/1369118X.2017.1303076,cn,lnk,Rule-based,attri,no validation attempt
10.1080/1369118X.2017.1303076,cn,lnk,Rule-based,other,no validation attempt
10.1080/1369118X.2017.1410204,xx,lnk,Rule-based,relas,validation attempt: discussion
10.1080/1369118X.2017.1410204,xx,plg,Unsupervised,relas,validation attempt: discussion
10.1080/1369118X.2018.1426777,ru,dct,Rule-based,theme,validation attempt: discussion
10.1080/1369118X.2018.1426777,ru,dct,Rule-based,quali,validation attempt: discussion
10.1080/1369118X.2018.1426777,ua,dct,Rule-based,theme,validation attempt: discussion
10.1080/1369118X.2018.1426777,ua,dct,Rule-based,quali,validation attempt: discussion
10.1080/1369118X.2020.1776373,de,sof,Rule-based,quali,no validation attempt
10.1080/1369118X.2020.1776373,de,lda,Unsupervised,quali,no validation attempt
10.1080/1369118X.2020.1776373,es,sof,Rule-based,quali,no validation attempt
10.1080/1369118X.2020.1776373,es,lda,Unsupervised,quali,no validation attempt
10.1080/1369118X.2020.1776373,it,sof,Rule-based,quali,no validation attempt
10.1080/1369118X.2020.1776373,it,lda,Unsupervised,quali,no validation attempt
10.1111/risa.13228,en,sof,Rule-based,senti,validation attempt: discussion
10.1111/risa.13228,es,sof,Rule-based,senti,validation attempt: discussion
10.1111/risa.13228,pt,sof,Rule-based,senti,validation attempt: discussion
10.1140/epjds/s13688-016-0070-8,xx,nlp,Rule-based,relas,validation attempt: discussion & demonstration
10.1080/1369118X.2016.1271903,en,man,Manual,pragm,NA
10.1080/1369118X.2016.1271903,de,man,Manual,pragm,NA
10.1080/1369118X.2016.1271903,he,man,Manual,pragm,NA
10.1080/1369118X.2017.1329333,en,man,Manual,thing,NA
10.1080/1369118X.2017.1329333,en,man,Manual,quali,NA
10.1080/1369118X.2017.1329333,de,man,Manual,thing,NA
10.1080/1369118X.2017.1329333,de,man,Manual,quali,NA
10.1080/1369118X.2017.1329333,fr,man,Manual,thing,NA
10.1080/1369118X.2017.1329333,fr,man,Manual,quali,NA
10.1080/1369118X.2017.1329333,it,man,Manual,thing,NA
10.1080/1369118X.2017.1329333,it,man,Manual,quali,NA
10.1080/1369118X.2018.1430161,ru,man,Manual,const,NA
10.1080/1369118X.2018.1430161,ru,man,Manual,theme,NA
10.1080/1369118X.2018.1430161,ru,man,Manual,frame,NA
10.1080/1369118X.2018.1430161,ua,man,Manual,const,NA
10.1080/1369118X.2018.1430161,ua,man,Manual,theme,NA
10.1080/1369118X.2018.1430161,ua,man,Manual,frame,NA
10.1080/1369118X.2018.1474241,en,man,Manual,thing,NA
10.1080/1369118X.2018.1474241,en,man,Manual,theme,NA
10.1080/1369118X.2018.1474241,en,man,Manual,quali,NA
10.1080/1369118X.2018.1474241,de,man,Manual,thing,NA
10.1080/1369118X.2018.1474241,de,man,Manual,theme,NA
10.1080/1369118X.2018.1474241,de,man,Manual,quali,NA
10.1080/1369118X.2020.1751864,en,man,Manual,pragm,NA
10.1080/1369118X.2020.1751864,ph,man,Manual,pragm,NA
10.1177/0891243216643320,en,man,Manual,theme,NA
10.1177/0891243216643320,de,man,Manual,theme,NA
10.1177/0891243216643320,nl,man,Manual,theme,NA
10.1177/0891243216643320,fr,man,Manual,theme,NA
10.1111/ajps.12291,en,hca,Supervised,types,validation attempt: discussion & demonstration
10.1111/ajps.12291,cn,hca,Supervised,types,validation attempt: discussion & demonstration
10.1016/j.chb.2018.04.051,en,lnk,Rule-based,attri,validation attempt: discussion & demonstration
10.1016/j.chb.2018.04.051,my,lnk,Rule-based,attri,validation attempt: discussion & demonstration
10.1017/pan.2016.12,en,nlp,Rule-based,frame,validation attempt: discussion & demonstration
10.1017/pan.2016.12,en,sof,Rule-based,frame,validation attempt: discussion & demonstration
10.1017/pan.2016.12,en,sna,Unsupervised,frame,validation attempt: discussion & demonstration
10.1017/pan.2016.12,cn,nlp,Rule-based,frame,validation attempt: discussion & demonstration
10.1017/pan.2016.12,cn,sof,Rule-based,frame,validation attempt: discussion & demonstration
10.1017/pan.2016.12,cn,sna,Unsupervised,frame,validation attempt: discussion & demonstration
10.1017/pan.2018.26,de,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2018.26,fr,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2018.26,es,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2018.26,pt,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2018.26,dk,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2018.30,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.30,fr,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.62,en,dct,Rule-based,senti,validation attempt: discussion & demonstration
10.1017/pan.2018.62,en,dct,Rule-based,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.62,en,dcs,Unsupervised,senti,validation attempt: discussion & demonstration
10.1017/pan.2018.62,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.62,de,dct,Rule-based,senti,validation attempt: discussion & demonstration
10.1017/pan.2018.62,de,dct,Rule-based,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.62,de,dcs,Unsupervised,senti,validation attempt: discussion & demonstration
10.1017/pan.2018.62,de,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.62,fr,dct,Rule-based,senti,validation attempt: discussion & demonstration
10.1017/pan.2018.62,fr,dct,Rule-based,quali,validation attempt: discussion & demonstration
10.1017/pan.2018.62,fr,dcs,Unsupervised,senti,validation attempt: discussion & demonstration
10.1017/pan.2018.62,fr,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.46,en,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2019.46,en,lda,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2019.46,cn,lda,Unsupervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2019.46,cn,lda,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2020.4,en,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2020.4,en,sml,Supervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2020.4,en,sml,Supervised,frame,validation attempt: discussion & demonstration
10.1017/pan.2020.4,de,sml,Supervised,theme,validation attempt: discussion & demonstration
10.1017/pan.2020.4,de,sml,Supervised,quali,validation attempt: discussion & demonstration
10.1017/pan.2020.4,de,sml,Supervised,frame,validation attempt: discussion & demonstration
